Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
489532,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,2009-12-01 11:58:00,0.21,13394,United Kingdom
489540,22083,PAPER CHAIN KIT RETRO SPOT,58,2009-12-01 12:18:00,2.55,12913,United Kingdom
489540,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,58,2009-12-01 12:18:00,2.55,12913,United Kingdom
489539,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,160,2009-12-01 12:18:00,2.55,15061,United Kingdom
489539,22083,PAPER CHAIN KIT RETRO SPOT,160,2009-12-01 12:18:00,2.55,15061,United Kingdom
489539,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,192,2009-12-01 12:18:00,1.45,15061,United Kingdom
489539,84879,ASSORTED COLOUR BIRD ORNAMENT,96,2009-12-01 12:18:00,1.69,15061,United Kingdom
489539,37461,FUNKY MONKEY MUG,96,2009-12-01 12:18:00,0.85,15061,United Kingdom
489539,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,72,2009-12-01 12:18:00,4.25,15061,United Kingdom
489539,21700,BIG DOUGHNUT FRIDGE MAGNETS,144,2009-12-01 12:18:00,0.85,15061,United Kingdom
489539,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,60,2009-12-01 12:18:00,1.06,15061,United Kingdom
489539,21671,RED SPOT CERAMIC DRAWER KNOB,60,2009-12-01 12:18:00,1.06,15061,United Kingdom
489539,21669,BLUE STRIPE CERAMIC DRAWER KNOB,60,2009-12-01 12:18:00,1.06,15061,United Kingdom
489539,21500,PINK SPOTS  WRAP ,100,2009-12-01 12:18:00,0.34,15061,United Kingdom
489539,20692,FLORAL ELEPHANT SOFT TOY,96,2009-12-01 12:18:00,3.75,15061,United Kingdom
489539,16237,SLEEPING CAT ERASERS,180,2009-12-01 12:18:00,0.21,15061,United Kingdom
489542,37410,BLACK AND WHITE PAISLEY FLOWER MUG,216,2009-12-01 12:19:00,0.85,15061,United Kingdom
489547,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",100,2009-12-01 12:30:00,0.72,13599,United Kingdom
489547,85061W,WHITE JEWELLED HEART DECORATION,240,2009-12-01 12:30:00,0.64,13599,United Kingdom
489557,21017,RED BIRD HOUSE TREE DECORATION,192,2009-12-01 12:52:00,0.72,12490,France
489558,84946,ANTIQUE SILVER TEA GLASS ETCHED,72,2009-12-01 12:54:00,1.06,15793,United Kingdom
489558,84879,ASSORTED COLOUR BIRD ORNAMENT,64,2009-12-01 12:54:00,1.69,15793,United Kingdom
489560,17164D,ASS COL SMALL SAND FROG P'WEIGHT,288,2009-12-01 12:56:00,0.37,13526,United Kingdom
489560,17165D,ASS COL LARGE SAND FROG P'WEIGHT,108,2009-12-01 12:56:00,0.85,13526,United Kingdom
489560,17165B,ASS COL LARGE SAND GECKO P'WEIGHT,288,2009-12-01 12:56:00,0.85,13526,United Kingdom
489560,16161C,WRAP SPEED DEMONS ,100,2009-12-01 12:56:00,0.1,13526,United Kingdom
489560,84270,ASSTD DESIGN BUBBLE GUM RING,90,2009-12-01 12:56:00,0.21,13526,United Kingdom
489560,90085,CRYSTAL STILETTO PHONE CHARM,81,2009-12-01 12:56:00,0.85,13526,United Kingdom
489560,35955,SMALL FOLKART CHRISTMAS TREE DEC,96,2009-12-01 12:56:00,0.19,13526,United Kingdom
489560,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,144,2009-12-01 12:56:00,0.19,13526,United Kingdom
489564,90085,CRYSTAL STILETTO PHONE CHARM,81,2009-12-01 13:13:00,0.85,13526,United Kingdom
489573,21326,AGED GLASS SILVER T-LIGHT HOLDER,60,2009-12-01 13:29:00,0.65,15051,United Kingdom
489575,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,96,2009-12-01 13:37:00,0.19,13590,United Kingdom
489580,72756,FAIRY CAKE CANDLES,108,2009-12-01 13:43:00,1.25,12921,United Kingdom
489582,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,72,2009-12-01 13:47:00,0.95,14543,United Kingdom
489581,85175,CACTI T-LIGHT CANDLES,64,2009-12-01 13:47:00,0.42,15945,United Kingdom
489599,20725,LUNCH BAG RED SPOTTY,100,2009-12-01 14:40:00,1.45,12758,Portugal
489599,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",100,2009-12-01 14:40:00,0.72,12758,Portugal
489640,17003,BROCADE RING PURSE ,144,2009-12-01 16:17:00,0.21,17345,United Kingdom
489640,10120,DOGGY RUBBER,60,2009-12-01 16:17:00,0.21,17345,United Kingdom
489640,17164B,ASS COL SMALL SAND GECKO P'WEIGHT,72,2009-12-01 16:17:00,0.42,17345,United Kingdom
489640,84006,MAGIC TREE -PAPER FLOWERS,72,2009-12-01 16:17:00,0.85,17345,United Kingdom
489641,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2009-12-01 16:18:00,0.42,13819,United Kingdom
489659,21350,GINGHAM HEART WREATH,230,2009-12-01 17:39:00,2.95,Unknown,United Kingdom
489668,21877,HOME SWEET HOME MUG,72,2009-12-01 19:19:00,1.06,16701,United Kingdom
489669,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,120,2009-12-02 08:15:00,2.55,12842,United Kingdom
489671,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2009-12-02 08:58:00,0.42,14135,United Kingdom
489671,21975,PACK OF 60 DINOSAUR CAKE CASES,120,2009-12-02 08:58:00,0.42,14135,United Kingdom
489671,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2009-12-02 08:58:00,0.42,14135,United Kingdom
489671,84992,72 SWEETHEART FAIRY CAKE CASES,120,2009-12-02 08:58:00,0.42,14135,United Kingdom
489671,21543,BUTTERFLY WATER TRANSFER TATTOOS ,200,2009-12-02 08:58:00,0.65,14135,United Kingdom
489671,21541,DINOSAURS WATER TRANSFER TATTOOS ,200,2009-12-02 08:58:00,0.65,14135,United Kingdom
489672,84991,60 TEATIME FAIRY CAKE CASES,72,2009-12-02 09:21:00,0.55,14831,United Kingdom
489675,15056BL,EDWARDIAN PARASOL BLACK,240,2009-12-02 09:47:00,4.6,13777,United Kingdom
489675,84050,PINK HEART SHAPE EGG FRYING PAN,120,2009-12-02 09:47:00,1.25,13777,United Kingdom
489675,84029E,RED WOOLLY HOTTIE WHITE HEART.,168,2009-12-02 09:47:00,2.95,13777,United Kingdom
489675,20971,PINK BLUE FELT CRAFT TRINKET BOX,240,2009-12-02 09:47:00,1.06,13777,United Kingdom
489675,20679,EDWARDIAN PARASOL RED,120,2009-12-02 09:47:00,4.6,13777,United Kingdom
489675,22095,LADS ONLY TISSUE BOX,60,2009-12-02 09:47:00,1.25,13777,United Kingdom
489675,72023F,RED ORGANIC CANDLE IN GLASS,96,2009-12-02 09:47:00,0.85,13777,United Kingdom
489675,85099B,JUMBO BAG RED WHITE SPOTTY ,60,2009-12-02 09:47:00,1.65,13777,United Kingdom
489675,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2009-12-02 09:47:00,2.55,13777,United Kingdom
489675,22041,"RECORD FRAME 7"" SINGLE SIZE ",240,2009-12-02 09:47:00,2.1,13777,United Kingdom
489675,35004C,SET OF 3 COLOURED  FLYING DUCKS,60,2009-12-02 09:47:00,4.65,13777,United Kingdom
489676,22095,LADS ONLY TISSUE BOX,120,2009-12-02 09:49:00,1.25,13777,United Kingdom
489676,72023F,RED ORGANIC CANDLE IN GLASS,240,2009-12-02 09:49:00,0.85,13777,United Kingdom
489676,21864,UNION JACK FLAG PASSPORT COVER ,120,2009-12-02 09:49:00,1.69,13777,United Kingdom
489676,21107,CREAM SLICE FLANNEL PINK SPOT ,120,2009-12-02 09:49:00,2.55,13777,United Kingdom
489676,85220,SMALL FAIRY CAKE FRIDGE MAGNETS,240,2009-12-02 09:49:00,1.45,13777,United Kingdom
489681,21829,DINOSAUR KEYRINGS ASSORTED,72,2009-12-02 10:02:00,0.21,17998,United Kingdom
489682,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2009-12-02 10:08:00,0.21,15759,United Kingdom
489683,82582,AREA PATROLLED METAL SIGN,72,2009-12-02 10:09:00,1.69,16131,United Kingdom
489702,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,280,2009-12-02 10:52:00,2.55,17511,United Kingdom
489702,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2009-12-02 10:52:00,2.55,17511,United Kingdom
489702,22197,"POPCORN HOLDER , SMALL ",120,2009-12-02 10:52:00,0.72,17511,United Kingdom
489702,21238,RED SPOTTY CUP,96,2009-12-02 10:52:00,0.72,17511,United Kingdom
489702,21241,GREEN SPOTTY CUP,96,2009-12-02 10:52:00,0.72,17511,United Kingdom
489702,20677,PINK SPOTTY BOWL,72,2009-12-02 10:52:00,1.06,17511,United Kingdom
489702,20675,BLUE SPOTTY BOWL,72,2009-12-02 10:52:00,1.06,17511,United Kingdom
489702,20674,GREEN SPOTTY BOWL,72,2009-12-02 10:52:00,1.06,17511,United Kingdom
489702,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2009-12-02 10:52:00,0.42,17511,United Kingdom
489702,21094,SET/6 RED SPOTTY PAPER PLATES,96,2009-12-02 10:52:00,0.64,17511,United Kingdom
489702,20979,36 PENCILS TUBE RED SPOTTY,128,2009-12-02 10:52:00,1.06,17511,United Kingdom
489702,21791,VINTAGE HEADS AND TAILS CARD GAME ,72,2009-12-02 10:52:00,1.06,17511,United Kingdom
489702,21703,BAG 125g SWIRLY MARBLES,96,2009-12-02 10:52:00,0.36,17511,United Kingdom
489702,84692,BOX OF 24 COCKTAIL PARASOLS,100,2009-12-02 10:52:00,0.42,17511,United Kingdom
489702,85099B,JUMBO BAG RED WHITE SPOTTY ,100,2009-12-02 10:52:00,1.65,17511,United Kingdom
489702,21931,JUMBO STORAGE BAG SUKI,100,2009-12-02 10:52:00,1.65,17511,United Kingdom
489702,85099F,JUMBO BAG STRAWBERRY,100,2009-12-02 10:52:00,1.65,17511,United Kingdom
489723,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2009-12-02 10:58:00,0.18,14299,United Kingdom
489723,72756,FAIRY CAKE CANDLES,108,2009-12-02 10:58:00,1.25,14299,United Kingdom
489723,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2009-12-02 10:58:00,0.42,14299,United Kingdom
489723,21231,SWEETHEART CERAMIC TRINKET BOX,72,2009-12-02 10:58:00,1.06,14299,United Kingdom
489723,21232,STRAWBERRY CERAMIC TRINKET BOX,72,2009-12-02 10:58:00,1.06,14299,United Kingdom
489723,22189,CREAM HEART CARD HOLDER,72,2009-12-02 10:58:00,3.39,14299,United Kingdom
489723,22195,LARGE HEART MEASURING SPOONS,80,2009-12-02 10:58:00,1.45,14299,United Kingdom
489726,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,200,2009-12-02 11:07:00,3.75,17949,United Kingdom
489725,22197,"POPCORN HOLDER , SMALL ",300,2009-12-02 11:07:00,0.72,17949,United Kingdom
489727,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,450,2009-12-02 11:09:00,2.0,17949,United Kingdom
489728,20668,DISCO BALL CHRISTMAS DECORATION,288,2009-12-02 11:18:00,0.1,14799,United Kingdom
489785,17084R,ASSORTED INCENSE PACK,72,2009-12-02 11:51:00,0.21,14653,United Kingdom
489785,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,60,2009-12-02 11:51:00,2.55,14653,United Kingdom
489800,16012,FOOD/DRINK SPUNGE STICKERS,61,2009-12-02 12:26:00,0.21,17768,United Kingdom
489800,84270,ASSTD DESIGN BUBBLE GUM RING,90,2009-12-02 12:26:00,0.21,17768,United Kingdom
489801,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,2009-12-02 12:28:00,0.38,12948,United Kingdom
489807,21703,BAG 125g SWIRLY MARBLES,96,2009-12-02 12:43:00,0.36,15581,United Kingdom
489807,10138,ASSORTED COLOUR JUMBO PEN,96,2009-12-02 12:43:00,0.42,15581,United Kingdom
489811,21232,STRAWBERRY CERAMIC TRINKET BOX,72,2009-12-02 12:54:00,1.06,16210,United Kingdom
489811,21231,SWEETHEART CERAMIC TRINKET BOX,72,2009-12-02 12:54:00,1.06,16210,United Kingdom
489811,22335,HEART DECORATION PAINTED ZINC ,288,2009-12-02 12:54:00,0.55,16210,United Kingdom
489817,21146,ANTIQUE GLASS RIDGED HANGING BALL,96,2009-12-02 13:22:00,1.65,16711,United Kingdom
489819,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2009-12-02 13:23:00,0.21,14739,United Kingdom
489819,84946,ANTIQUE SILVER TEA GLASS ETCHED,72,2009-12-02 13:23:00,1.06,14739,United Kingdom
489829,85231L,LAVENDER SCENTED SET/9 T-LIGHTS,72,2009-12-02 13:53:00,0.85,16525,United Kingdom
489830,11001,ASSTD DESIGN RACING CAR PEN,64,2009-12-02 13:57:00,1.69,13623,United Kingdom
489831,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,480,2009-12-02 13:58:00,2.1,12435,Denmark
489835,22083,PAPER CHAIN KIT RETRO SPOT,80,2009-12-02 14:15:00,2.55,15061,United Kingdom
489835,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,200,2009-12-02 14:15:00,2.55,15061,United Kingdom
489857,21098,CHRISTMAS TOILET ROLL,88,2009-12-02 14:43:00,2.57,Unknown,United Kingdom
489862,79323P,PINK CHERRY LIGHTS,72,2009-12-02 14:52:00,5.45,17809,United Kingdom
489868,20886,BOX OF 9 PEBBLE CANDLES,72,2009-12-02 15:10:00,1.65,15794,United Kingdom
489871,37502,TEA TIME MUG IN GIFT BOX,96,2009-12-02 15:17:00,2.55,15523,United Kingdom
489871,47591D,PINK FAIRY CAKE CHILD'S APRON,100,2009-12-02 15:17:00,1.65,15523,United Kingdom
489877,84949,SILVER HANGING T-LIGHT HOLDER,96,2009-12-02 15:44:00,1.45,13089,United Kingdom
489880,72038P,PRICE'S CANDLE PEACH,200,2009-12-02 16:18:00,0.08,13313,United Kingdom
489880,35015,JACOBS LADDER SMALL,72,2009-12-02 16:18:00,0.06,13313,United Kingdom
489888,35015,JACOBS LADDER SMALL,72,2009-12-02 16:49:00,0.06,14841,United Kingdom
489888,85221,ASSORTED COLOUR SILK COIN PURSE,120,2009-12-02 16:49:00,0.38,14841,United Kingdom
489888,85224,ASSORTED COLOUR SILK GLASSES CASE,120,2009-12-02 16:49:00,0.38,14841,United Kingdom
489889,22271,FELTCRAFT DOLL ROSIE,96,2009-12-02 16:52:00,2.55,14646,Netherlands
489889,22078,RIBBON REEL LACE DESIGN ,120,2009-12-02 16:52:00,1.85,14646,Netherlands
489889,22082,RIBBON REEL STRIPES DESIGN ,120,2009-12-02 16:52:00,1.45,14646,Netherlands
489889,22149,FELTCRAFT 6 FLOWER FRIENDS,120,2009-12-02 16:52:00,2.1,14646,Netherlands
489889,22294,HEART FILIGREE DOVE  SMALL,288,2009-12-02 16:52:00,1.06,14646,Netherlands
489889,35961,FOLKART ZINC HEART CHRISTMAS DEC,288,2009-12-02 16:52:00,0.72,14646,Netherlands
489889,22335,HEART DECORATION PAINTED ZINC ,288,2009-12-02 16:52:00,0.55,14646,Netherlands
489889,22337,ANGEL DECORATION PAINTED ZINC ,288,2009-12-02 16:52:00,0.55,14646,Netherlands
489889,22131,FOOD CONTAINER SET 3 LOVE HEART ,144,2009-12-02 16:52:00,1.65,14646,Netherlands
489889,85123A,WHITE HANGING HEART T-LIGHT HOLDER,480,2009-12-02 16:52:00,2.55,14646,Netherlands
489889,22336,DOVE DECORATION PAINTED ZINC ,288,2009-12-02 16:52:00,0.55,14646,Netherlands
489889,21243,PINK  SPOTTY PLATE ,96,2009-12-02 16:52:00,1.45,14646,Netherlands
489889,84836,ZINC METAL HEART DECORATION,216,2009-12-02 16:52:00,1.06,14646,Netherlands
489889,21077,SET/20 WOODLAND PAPER NAPKINS ,96,2009-12-02 16:52:00,0.64,14646,Netherlands
489889,22273,FELTCRAFT DOLL MOLLY,96,2009-12-02 16:52:00,2.55,14646,Netherlands
489890,22343,PARTY PIZZA DISH RED WHITE SPOT ,288,2009-12-02 16:53:00,0.85,14646,Netherlands
489890,22149,FELTCRAFT 6 FLOWER FRIENDS,160,2009-12-02 16:53:00,2.1,14646,Netherlands
489890,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,144,2009-12-02 16:53:00,2.75,14646,Netherlands
489891,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,72,2009-12-02 16:59:00,0.29,15482,United Kingdom
489898,79323G,"Unsaleable, destroyed.",954,2009-12-03 09:40:00,6.75,Unknown,United Kingdom
489904,21829,DINOSAUR KEYRINGS ASSORTED,72,2009-12-03 10:02:00,0.21,13979,United Kingdom
489909,22129,PARTY CONES CANDY TREE DECORATION,120,2009-12-03 10:20:00,0.72,13753,United Kingdom
489910,85112,S/3 TEAR DROP CUT GLASS DECORATION,288,2009-12-03 10:23:00,0.5,15482,United Kingdom
489994,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,2009-12-03 11:09:00,2.55,15291,United Kingdom
489996,21666, RIDGED GLASS T-LIGHT HOLDER,504,2009-12-03 11:10:00,0.55,17209,United Kingdom
490001,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2009-12-03 11:45:00,2.55,15965,United Kingdom
490010,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,480,2009-12-03 12:15:00,2.1,15061,United Kingdom
490015,21982,PACK OF 12 SUKI TISSUES ,467,2009-12-03 12:29:00,0.83,Unknown,United Kingdom
490018,21981,PACK OF 12 WOODLAND TISSUES ,4320,2009-12-03 12:31:00,0.25,17940,United Kingdom
490018,21967,PACK OF 12 SKULL TISSUES,5184,2009-12-03 12:31:00,0.25,17940,United Kingdom
490018,21984,PACK OF 12 PINK PAISLEY TISSUES ,4008,2009-12-03 12:31:00,0.25,17940,United Kingdom
490018,21980,PACK OF 12 RED SPOTTY TISSUES ,4008,2009-12-03 12:31:00,0.25,17940,United Kingdom
490048,21232,STRAWBERRY CERAMIC TRINKET BOX,72,2009-12-03 13:03:00,1.06,16779,United Kingdom
490048,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,72,2009-12-03 13:03:00,1.85,16779,United Kingdom
490059,15056BL,EDWARDIAN PARASOL BLACK,600,2009-12-03 13:30:00,3.0,18102,United Kingdom
490059,20679,EDWARDIAN PARASOL RED,600,2009-12-03 13:30:00,3.0,18102,United Kingdom
490059,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,576,2009-12-03 13:30:00,3.0,18102,United Kingdom
490059,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,576,2009-12-03 13:30:00,3.0,18102,United Kingdom
490059,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,576,2009-12-03 13:30:00,3.0,18102,United Kingdom
490059,85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,192,2009-12-03 13:30:00,3.0,18102,United Kingdom
490059,15059A,ENGLISH ROSE EDWARDIAN PARASOL,505,2009-12-03 13:30:00,3.0,18102,United Kingdom
490059,15056P,EDWARDIAN PARASOL PINK,600,2009-12-03 13:30:00,3.0,18102,United Kingdom
490059,15056N,EDWARDIAN PARASOL NATURAL,600,2009-12-03 13:30:00,3.0,18102,United Kingdom
490061,84912B,GREEN ROSE WASHBAG,600,2009-12-03 13:42:00,2.0,18102,United Kingdom
490061,84912A,PINK ROSE WASHBAG,600,2009-12-03 13:42:00,2.0,18102,United Kingdom
490061,84922,PINK BUTTERFLY WASHBAG,300,2009-12-03 13:42:00,2.0,18102,United Kingdom
490061,21000,ROSE DU SUD COSMETICS BAG,500,2009-12-03 13:42:00,2.0,18102,United Kingdom
490065,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,600,2009-12-03 13:58:00,2.1,15061,United Kingdom
490066,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96,2009-12-03 14:00:00,2.55,15953,United Kingdom
490067,84050,PINK HEART SHAPE EGG FRYING PAN,72,2009-12-03 14:02:00,1.25,15856,United Kingdom
490074,21098,CHRISTMAS TOILET ROLL,74,2009-12-03 14:39:00,2.57,Unknown,United Kingdom
490082,22147,FELTCRAFT BUTTERFLY HEARTS,80,2009-12-03 15:34:00,1.25,14952,United Kingdom
490082,22150, 3 STRIPEY MICE FELTCRAFT,80,2009-12-03 15:34:00,1.65,14952,United Kingdom
490083,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2009-12-03 15:35:00,1.45,14031,United Kingdom
490083,37370,RETRO COFFEE MUGS ASSORTED,72,2009-12-03 15:35:00,1.06,14031,United Kingdom
490083,20668,DISCO BALL CHRISTMAS DECORATION,192,2009-12-03 15:35:00,0.12,14031,United Kingdom
490086,21314,SMALL GLASS HEART TRINKET POT,432,2009-12-03 15:48:00,1.85,17949,United Kingdom
490089,21314,SMALL GLASS HEART TRINKET POT,252,2009-12-03 15:52:00,1.85,17949,United Kingdom
490091,20971,PINK BLUE FELT CRAFT TRINKET BOX,600,2009-12-03 15:54:00,1.06,17949,United Kingdom
490094,72045D,ROSES ON BLUE TEACUP CANDLE ,504,2009-12-03 15:56:00,1.69,17949,United Kingdom
490108,15036,ASSORTED COLOURS SILK FAN,240,2009-12-03 16:49:00,0.48,17414,United Kingdom
490108,35160,BUDDHA INCENSE HOLDER ASSORTED,144,2009-12-03 16:49:00,0.67,17414,United Kingdom
490115,16258B,DAISY ERASERS IN BAG,72,2009-12-03 17:32:00,0.42,17679,United Kingdom
490115,84270,ASSTD DESIGN BUBBLE GUM RING,60,2009-12-03 17:32:00,0.21,17679,United Kingdom
490119,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,75,2009-12-03 17:48:00,1.45,12931,United Kingdom
490123,84508B,STRIPES DESIGN TEDDY,184,2009-12-03 18:08:00,2.55,Unknown,United Kingdom
490142,15056BL,EDWARDIAN PARASOL BLACK,60,2009-12-04 08:36:00,4.95,14258,United Kingdom
490143,21917,SET 12 KIDS  WHITE CHALK STICKS,72,2009-12-04 08:40:00,0.42,14286,United Kingdom
490143,21918,SET 12 KIDS COLOUR  CHALK STICKS,72,2009-12-04 08:40:00,0.42,14286,United Kingdom
490143,16237,SLEEPING CAT ERASERS,60,2009-12-04 08:40:00,0.21,14286,United Kingdom
490147,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2009-12-04 09:31:00,1.45,13408,United Kingdom
490150,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,80,2009-12-04 09:44:00,2.55,Unknown,United Kingdom
490156,21490,SET OF THREE 50'S GIFT WRAPS ,144,2009-12-04 10:32:00,1.65,13093,United Kingdom
490160,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96,2009-12-04 10:52:00,2.55,13777,United Kingdom
490164,22197,"POPCORN HOLDER , SMALL ",96,2009-12-04 11:32:00,0.85,14961,United Kingdom
490164,22198,"POPCORN HOLDER , LARGE",100,2009-12-04 11:32:00,1.45,14961,United Kingdom
490167,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,60,2009-12-04 11:36:00,0.95,18061,United Kingdom
490167,84970S,HANGING HEART ZINC T-LIGHT HOLDER,60,2009-12-04 11:36:00,0.85,18061,United Kingdom
490209,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,72,2009-12-04 12:06:00,3.39,17389,United Kingdom
490209,21590,KINGS CHOICE CIGAR BOX MATCHES ,144,2009-12-04 12:06:00,1.06,17389,United Kingdom
490209,22200,FRYING PAN PINK POLKADOT ,72,2009-12-04 12:06:00,4.25,17389,United Kingdom
490209,85099B,JUMBO BAG RED WHITE SPOTTY ,100,2009-12-04 12:06:00,1.65,17389,United Kingdom
490209,21916,SET 12 RETRO WHITE CHALK STICKS,96,2009-12-04 12:06:00,0.42,17389,United Kingdom
490229,21232,STRAWBERRY CERAMIC TRINKET BOX,144,2009-12-04 12:20:00,1.06,18223,United Kingdom
490229,21231,SWEETHEART CERAMIC TRINKET BOX,72,2009-12-04 12:20:00,1.06,18223,United Kingdom
490277,21871,SAVE THE PLANET MUG,72,2009-12-04 12:37:00,1.06,18092,United Kingdom
490277,22348,TEA BAG PLATE RED SPOTTY ,288,2009-12-04 12:37:00,0.72,18092,United Kingdom
490285,21704,BAG 250g SWIRLY MARBLES,72,2009-12-04 12:59:00,0.72,16656,United Kingdom
490285,84466,TOP SECRET PEN SET,72,2009-12-04 12:59:00,0.95,16656,United Kingdom
490287,85099B,JUMBO BAG RED WHITE SPOTTY ,100,2009-12-04 13:00:00,1.65,16746,United Kingdom
490288,21137,BLACK RECORD COVER FRAME,72,2009-12-04 13:00:00,3.39,17157,United Kingdom
490295,35015,JACOBS LADDER SMALL,144,2009-12-04 13:47:00,0.06,12510,Spain
490295,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2009-12-04 13:47:00,0.21,12510,Spain
490297,21100,CHARLIE AND LOLA CHARLOTTE BAG,100,2009-12-04 13:59:00,1.45,13162,United Kingdom
490298,85175,CACTI T-LIGHT CANDLES,64,2009-12-04 14:13:00,0.42,15382,United Kingdom
490320,72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,180,2009-12-04 15:26:00,0.65,13694,United Kingdom
490320,84705C,PINK FLOCK PHOTO FRAME ,120,2009-12-04 15:26:00,1.25,13694,United Kingdom
490320,16049,TEATIME GEL PENS ASST,432,2009-12-04 15:26:00,0.12,13694,United Kingdom
490320,21287,SCENTED VELVET LOUNGE CANDLE ,360,2009-12-04 15:26:00,0.38,13694,United Kingdom
